ReviewId,ReviewBody,Location,Timestamp,sentiment
a2c19488-c36b-40bd-9f9a-562a79f2755f,"Jimmy's chicken is a true southern gem. The staff is friendly and the food is top notch. I highly recommend the sweet tea, it's the perfect complement to the meal!","Las Vegas, Nevada",2024-02-11 5:37:04,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9505}"
8556a584-6ebb-466f-97e8-786918b1d429,"Jimmy's chicken is a true southern gem. The staff is friendly and the food is top notch. I highly recommend trying the sweet tea, it's the perfect complement to the meal!","El Cajon, California",2017-07-16 4:16:18,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.9484}"
9f1d017c-fc6c-481a-b5de-c46ed59fca6c,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the cornbread was delicious.,"Fresno, California",2021-03-28 7:21:07,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.9468}"
279556af-4a8e-486a-ba38-e954c6501cbf,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the mashed potatoes were creamy and delicious.,"La Mesa, California",2013-02-16 4:54:52,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9468}"
0ce1e67e-8805-44b6-8a25-d429b98a42c5,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the mashed potatoes were creamy and delicious.,"Denver, Colorado",2021-11-24 2:12:21,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9468}"
6ac047fd-a40d-4abf-b590-75fdf64ed904,"The food at Jimmy's Chicken is always so fresh and delicious. The chicken is always cooked perfectly, and the sides are all so tasty. And the prices are totally reasonable. This place is a surfer's paradise.","Phoenix, Arizona",2020-01-18 0:07:16,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.9465}"
db46322f-8220-424a-9f32-0eb45c16e8b3,"If you're on a budget but still want a delicious meal for your family, Jimmy's Chicken is the answer. With affordable prices, tasty dishes, and a cozy atmosphere, it's a great value.","Escondido, California",2013-12-02 17:37:34,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9455}"
7c3cf936-be8c-415f-a51e-2b789ea91665,"If you're on a budget but still want a delicious meal for your family, Jimmy's Chicken is the answer. With affordable prices, tasty dishes, and a cozy atmosphere, it's a great value.","Tucson, Arizona",2014-07-25 1:32:35,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9455}"
953f9bd1-909a-47d3-955f-2e75e906b9ac,"If you're on a budget but still want a delicious meal for your family, Jimmy's Chicken is the answer. With affordable prices, tasty dishes, and a cozy atmosphere, it's a great value.","San Diego, California",2014-11-25 17:00:55,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9455}"
c071ca17-1e08-4d7e-bebc-945ce1c3712e,"If you're on a budget but still want a delicious meal for your family, Jimmy's Chicken is the answer. With affordable prices, tasty dishes, and a cozy atmosphere, it's a great value.","Escondido, California",2017-04-19 8:56:55,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9455}"
4ede4fda-f922-4071-8435-97f05c7d81cf,"If you're on a budget but still want a delicious meal for your family, Jimmy's Chicken is the answer. With affordable prices, tasty dishes, and a cozy atmosphere, it's a great value.","Colorado Springs, Colorado",2018-07-20 23:06:27,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9455}"
59ad9fe2-fe84-467b-8e5a-3b349176bfb5,"If you're on a budget but still want a delicious meal for your family, Jimmy's Chicken is the answer. With affordable prices, tasty dishes, and a cozy atmosphere, it's a great value.","Oceanside, California",2020-09-10 4:30:09,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9455}"
687c3baf-695c-4acd-85f7-dcb53f432bad,"If you're on a budget but still want a delicious meal for your family, Jimmy's Chicken is the answer. With affordable prices, tasty dishes, and a cozy atmosphere, it's a great value.","Colorado Springs, Colorado",2021-07-04 8:56:31,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9455}"
8e1baddd-0646-437e-ae11-751a3ab8f24e,"If you're on a budget but still want a delicious meal for your family, Jimmy's Chicken is the answer. With affordable prices, tasty dishes, and a cozy atmosphere, it's a great value.","El Paso, Texas",2022-09-16 12:16:24,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9455}"
471920f7-a2c5-44c4-bf8c-a7e49559425e,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the sweet potato fries were a hit!,"Salt Lake City, Utah",2022-01-16 12:32:35,"{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.9432}"
73aa7b4c-4c7f-4b0e-ac42-3a8dcae30cae,Jimmy's chicken is a great spot for a quick lunch or dinner. The chicken tenders are always crispy and the fries are delicious. It's the perfect comfort food on the go!,"Tucson, Arizona",2019-05-08 21:38:29,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.9422}"
34e7adf1-3e75-4da6-ae2e-d195c436be51,Jimmy's chicken is a great spot for a casual dinner with friends. The atmosphere is cozy and the food is delicious. I recommend trying the cornbread!,"El Paso, Texas",2014-02-01 8:58:54,"{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.9381}"
5af877a8-11ca-46be-aac6-666155513b82,Jimmy's chicken is a must-visit for anyone who loves southern cooking. The chicken tenders are always crispy and the mashed potatoes are creamy and delicious. It's the perfect comfort food meal!,"Los Angeles, California",2012-01-17 12:02:09,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.9381}"
cdbbcca8-d463-47ee-93c8-0834ba97c32b,I stumbled upon Jimmy's chicken by accident and I'm so glad I did! The staff is friendly and the food is amazing. I highly recommend the sweet potato fries!,"Escondido, California",2019-01-16 23:37:14,"{'neg': 0.076, 'neu': 0.493, 'pos': 0.431, 'compound': 0.9372}"
dfa2733e-9383-4cc0-9b16-1a5ffd2f271c,Jimmy's chicken is a must-try for anyone who loves comfort food. The portions are generous and the prices are reasonable. I recommend trying the sweet potato fries too!,"Las Vegas, Nevada",2015-07-11 14:37:53,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.9359}"
c1dfade1-e38d-4d81-8cd9-d189e1fcaa76,Jimmy's chicken is a must-try for anyone who loves comfort food. The portions are generous and the prices are reasonable. I recommend trying the sweet tea too!,"San Diego, California",2016-03-10 20:46:47,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.9359}"
d4df79fc-3937-43dd-aa2e-a50259228659,Jimmy's chicken is a must-try for anyone who loves southern cooking. The chicken is always cooked to perfection and the sides are delicious. I highly recommend it!,"Oceanside, California",2016-05-27 6:58:45,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.9347}"
06005473-a95d-4cb8-a9ba-be47806a960b,I highly recommend Jimmy's chicken to anyone who loves southern comfort food. The portions are generous and the prices are reasonable. You won't be disappointed!,"Carlsbad, California",2013-04-02 22:56:58,"{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9342}"
21063456-c4aa-49b0-b283-727eb5fdd3f4,"Jimmy's Chicken: Best value chicken joint in town. Friendly staff, cozy atmosphere, delicious chicken dishes. You won't leave hungry!","Oceanside, California",2020-10-27 20:50:22,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.9318}"
e3bd5991-8fc7-4080-9884-db22ada217d1,"Jimmy's Chicken: Best value chicken joint in town. Friendly staff, cozy atmosphere, delicious chicken dishes. You won't leave hungry!","Tucson, Arizona",2021-08-31 9:57:10,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.9318}"
0e7a2df8-e00c-41b1-8713-b5d616a530ff,Jimmy's chicken is a must-visit for anyone who loves southern cooking. The chicken is always cooked to perfection and the sides are delicious. I recommend trying the collard greens!,"Escondido, California",2013-06-07 15:31:36,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.9312}"
4a3c5088-3713-413b-befa-63325168a3c9,Jimmy's chicken is a must-visit for anyone who loves southern cooking. The chicken is always cooked to perfection and the sides are delicious. I recommend trying the collard greens!,"Los Angeles, California",2018-09-08 10:55:18,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.9312}"
ccfcafa3-ad03-49c1-8205-e781d18c2675,Jimmy's chicken is a must-visit for anyone who loves southern cooking. The chicken is always cooked to perfection and the sides are delicious. I recommend trying the collard greens!,"Los Angeles, California",2023-08-10 13:49:03,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.9312}"
aaf75408-4e66-4d34-ace6-a340da5ce4ea,Jimmy's chicken is a must-visit for anyone who loves southern cooking. The chicken is always cooked to perfection and the sides are delicious. I recommend trying the fried okra!,"Colorado Springs, Colorado",2016-02-28 0:31:23,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.9312}"
ef7c5f7e-6e60-4d3c-9172-034aceb27d62,Jimmy's chicken is a true southern gem. The collard greens are some of the best I've ever had and the chicken is always cooked to perfection. I highly recommend it!,"Tucson, Arizona",2012-12-10 9:52:19,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.9298}"
bcd7d69a-25aa-4689-b518-6a9918f209bc,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","Las Vegas, Nevada",2012-03-31 19:35:14,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
726b8a7d-3700-42c4-8aaf-0b34ec12fa30,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","El Cajon, California",2013-03-12 13:12:46,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
1fcdb966-2c03-4b99-a37c-ccef77b1e93f,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","Escondido, California",2013-06-22 18:02:32,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
ec0bfbbc-a194-4f3d-8232-433607e0cca0,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","Escondido, California",2014-11-14 18:40:48,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
9d239088-dfbd-4b12-b5ba-1d45997eb850,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","Sacramento, California",2015-09-08 13:16:47,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
5f44fb09-03d7-4974-97a1-c425662d9e37,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","Fresno, California",2016-08-07 8:28:55,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
23932962-b62b-41e6-ad69-35727307effe,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","El Paso, Texas",2017-04-22 21:01:30,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
73646b8e-3101-41fc-9f76-14f3fc6a04f2,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","Tucson, Arizona",2019-04-26 11:28:15,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
d3fb8723-fe46-45d3-afb1-0b08835be359,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","Las Vegas, Nevada",2019-09-08 6:30:27,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
f37fbb64-8bc6-4f44-907b-4de809a97ce6,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","San Diego, California",2022-01-18 18:58:55,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
c7bda1f4-ef53-4e5f-97a6-08c89c692d1d,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","El Cajon, California",2022-05-02 16:33:35,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
673222ba-d6a3-438e-9228-067f27216972,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","El Cajon, California",2022-07-14 1:54:34,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
ae7ac014-79b7-4fc6-bcbf-5d1304a6f510,"Jimmy's Chicken is the perfect spot for a family meal that won't break the bank. With affordable prices, generous portions, and a cozy atmosphere, it's a great value.","Los Angeles, California",2023-02-10 18:12:19,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.926}"
159578c9-501a-4113-a26d-e446206c3e88,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","Fresno, California",2013-02-18 2:08:15,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
b2d9ae95-7858-4c75-b55a-8e91e8b01ed4,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","Chula Vista, California",2013-03-22 12:25:20,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
3da8f317-6872-4cad-894a-68fd3b0724d0,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","La Mesa, California",2013-07-27 3:34:34,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
47490d36-a161-42a5-904b-8c7a432539af,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","La Mesa, California",2013-08-30 11:29:10,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
04ec324f-6a37-4ce9-92ee-9559eb043092,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","Los Angeles, California",2013-11-12 0:03:58,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
40890cfe-8758-46a7-83b2-85e2b9d5acde,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","La Mesa, California",2014-03-09 22:05:24,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
2bfc2ced-9f69-46a9-a57f-c9427aa203b3,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","Fresno, California",2015-04-16 5:18:31,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
c0e6f770-473b-481b-a1c4-6b6b19595330,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","Carlsbad, California",2018-06-15 7:52:40,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
3f0117af-2572-42a1-9ba7-d23aabfae14c,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","El Paso, Texas",2019-10-21 1:01:20,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
262467d6-05ae-40ae-bec0-8996d41f9052,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","Sacramento, California",2021-10-17 9:59:09,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
1af88740-ce53-4c13-9978-28cac77ac6ae,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","El Cajon, California",2022-06-01 7:07:43,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
97b1f53c-de19-4370-8112-5d2eb107549f,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","Salt Lake City, Utah",2023-04-28 11:56:57,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
9096caa4-90b7-4ffd-8c7d-0a232ec6b822,"Looking for a family-friendly restaurant with great value? Jimmy's Chicken has got you covered. Delicious dishes, generous portions, and a cozy atmosphere.","Carlsbad, California",2023-06-05 6:20:02,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.926}"
19d3e9e1-d310-4b46-9e19-38d283d8cf30,Jimmy's chicken is one of my favorite spots for a casual dinner. The food is always delicious and the staff is friendly. I recommend trying the fried okra!,"Las Vegas, Nevada",2017-07-09 1:48:48,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.9259}"
c25db1aa-72bf-4d5c-946d-51ca3eba8056,"Overall, our experience at Jimmy's Chicken was a success. It was a relief to find a restaurant that could accommodate all of our dietary needs, and the food was delicious to boot. We'll definitely be back!","Los Angeles, California",2020-09-02 22:27:19,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.9259}"
d4526619-5618-421e-ab22-8749be193cab,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","El Paso, Texas",2015-03-04 23:13:59,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
36bf6939-1ad8-4f31-9985-b7eaf84ca703,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","San Diego, California",2016-01-26 0:30:55,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
98452d56-dc26-4eaf-acb6-0c5f094858dc,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","Phoenix, Arizona",2016-11-20 23:56:26,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
d7788c78-86ef-493f-8877-6ffb0dbd7185,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","Los Angeles, California",2017-01-01 7:25:16,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
6e840817-15c9-4695-8f34-3949ad6f7398,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","Albuquerque, New Mexico",2017-07-14 5:44:46,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
4a1c9520-d08b-4f5d-aae3-696d8fc05bd2,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","Las Vegas, Nevada",2017-09-15 4:42:14,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
c8af6c78-5407-408c-ba89-15341f582dd3,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","La Mesa, California",2017-10-01 14:14:33,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
6a707ef6-f3f6-4621-a63c-4c8e6376c2dc,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","El Paso, Texas",2018-04-21 6:49:41,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
22304f98-f169-40c7-843c-8a3d952808f6,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","Phoenix, Arizona",2018-11-13 4:15:28,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
aab21d8b-157d-4452-a9b9-7e1c7ec3c89e,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","Escondido, California",2023-11-04 3:26:00,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
a840e09d-f436-4246-a25e-2ec41cc22753,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","La Mesa, California",2024-01-30 10:55:09,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
e868735b-f463-447c-adad-8e3c869d72b6,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","Las Vegas, Nevada",2024-03-10 12:01:25,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
82108176-62a2-4663-8e29-50f2de1b9b37,"Jimmy's Chicken is the perfect place for a family meal on a budget. With tasty dishes, friendly staff, and affordable prices, it's a great value.","El Cajon, California",2024-03-29 12:10:43,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9246}"
fbeedce1-6c65-4642-8529-0548365b2100,"Get your chicken fix at Jimmy's Chicken. Affordable prices, delicious dishes, generous portions, friendly staff, cozy atmosphere. Satisfaction guaranteed!","San Diego, California",2014-03-01 5:16:49,"{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.9245}"
60113c4e-491a-4d78-91ac-04fab6ff4fbf,"Get your chicken fix at Jimmy's Chicken. Affordable prices, delicious dishes, generous portions, friendly staff, cozy atmosphere. Satisfaction guaranteed!","Las Vegas, Nevada",2021-03-13 10:36:52,"{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.9245}"
f1bce660-02b8-41ec-ba19-7b5167b2b0e0,I love coming to Jimmy's chicken for a comforting meal. The chicken is always juicy and the sides are delicious. It's like a taste of home every time I visit!,"Salt Lake City, Utah",2014-10-10 11:53:40,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9245}"
71dd5785-bfc1-4262-ad9e-3a95c561059e,I love coming to Jimmy's chicken for a comforting meal. The chicken is always juicy and the sides are delicious. It's like a taste of home every time I visit!,"Phoenix, Arizona",2019-08-22 12:13:55,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9245}"
61609f1c-d68a-4b4e-a40f-f2daf38f2056,I love coming to Jimmy's chicken for a comforting meal. The chicken is always juicy and the sides are delicious. It's like a taste of home every time I visit!,"Salt Lake City, Utah",2020-04-11 7:02:41,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9245}"
2a1e28ef-a739-4d92-9e58-f9524fc60c32,I can't get enough of Jimmy's chicken! The chicken is always cooked to perfection and the sides are delicious. It's my favorite spot for comfort food in town.,"Chula Vista, California",2015-02-08 8:48:34,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.9215}"
98b1a33a-74c7-4e77-94c7-ee48160a3bcc,I can't get enough of Jimmy's chicken! The chicken is always cooked to perfection and the sides are delicious. It's my favorite spot for comfort food in town.,"Chula Vista, California",2015-03-10 19:22:57,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.9215}"
